facility,room,row,rack_id,rack_unit,unit_height,equipment_type,hostname,asset_tag,serial_number,manufacturer,model,cpu_sockets,ram_gb,power_draw_watts,power_circuit,pdu_port,network_port_primary,network_port_secondary,vlan_primary,ip_address_mgmt,ip_address_production,install_date,warranty_expiry,operational_status,thermal_zone,weight_lbs,cable_path,business_unit,application_mapped,notes
Facility A,Data Hall 1,Row G,NWK-R24,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R24-TEMP,SENS-30636,SN-SENS-191061,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.200,,2024-06-22,2029-07-19,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-12-23
Facility A,Data Hall 3,Row A,NWK-R15,1U,1U,Patch Panel,PP-NWK-R15-Bottom,PP-86544,SN-PP-344068,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-11-08,N/A,Active,Cold Aisle 1,7,Overhead Tray A,Facilities,Cabling Infrastructure,42 ports in use of 24 total
Facility A,Data Hall 1,Row H,NWK-R38,30U,1U,Cable Management,CM-NWK-R38-30,CM-48745,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-07-13,N/A,Active,Cold Aisle 2,2,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row F,NWK-R46,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R46-HUMI,SENS-95720,SN-SENS-431601,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.100,,2022-08-08,2026-11-27,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-01-03
Facility A,Data Hall 3,Row G,NWK-R33,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R33-HUMI,SENS-82286,SN-SENS-541531,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.54,,2022-01-24,2027-02-23,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-12-14
Facility A,Data Hall 1,Row E,NWK-R50,41U,0U,PDU,PDU-NWK-R50-A,PDU-73559,SN-PDU-289592,APC,APC AP8681,0,0,16,Ckt-A-6,N/A,Mgmt-1,,VLAN-200,10.100.3.153,,2020-08-25,2029-07-08,Active,Cold Aisle 2,15,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility A,Data Hall 3,Row E,NWK-R48,40U,1U,Patch Panel,PP-NWK-R48-Top,PP-54541,SN-PP-468074,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-10-22,N/A,Active,Cold Aisle 2,3,Overhead Tray B,Facilities,Cabling Infrastructure,41 ports in use of 24 total
Facility A,Data Hall 3,Row B,NWK-R19,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R19-AIRF,SENS-97836,SN-SENS-145209,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.166,,2023-05-07,2029-05-11,Needs Calibration,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-02-24
Facility A,Data Hall 3,Row D,NWK-R47,30U,1U,Cable Management,CM-NWK-R47-30,CM-80143,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-03-14,N/A,Active,Hot Aisle 2,2,N/A,Facilities,Cable Management,
Facility A,Data Hall 3,Row B,NWK-R14,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R14-TEMP,SENS-95905,SN-SENS-125382,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.44,,2023-10-27,2029-10-05,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-04-22
Facility A,Data Hall 2,Row C,NWK-R53,30U,1U,Cable Management,CM-NWK-R53-30,CM-33639,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-08-11,N/A,Active,Hot Aisle 2,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row H,NWK-R15,42U,0U,PDU,PDU-NWK-R15-B,PDU-21738,SN-PDU-563324,APC,APC AP8681,0,0,24,Ckt-B-6,N/A,Mgmt-4,,VLAN-200,10.100.5.40,,2021-01-01,2027-06-10,Active,Cold Aisle 2,13,Overhead Tray A,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility A,Data Hall 1,Row B,NWK-R11,N/A (Virtual),0U,Virtual Machine,VM-PRD-039,VM-57576,N/A,VMware,vSphere 7.0,0,128,0,N/A,N/A,vmnic4,vmnic3,VLAN-103,,10.10.2.3,2022-10-03,N/A,Active,Cold Aisle 2,0,N/A,Market Data,Prod_App_39,Guest OS: RHEL 9; vCPUs: 2; Host: SVR-NWK-062
Facility A,Data Hall 2,Row C,NWK-R53,20U,1U,Cable Management,CM-NWK-R53-20,CM-54914,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-10-15,N/A,Active,Hot Aisle 2,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 3,Row D,NWK-R59,20U,1U,Cable Management,CM-NWK-R59-20,CM-36330,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-10-23,N/A,Active,Cold Aisle 1,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 2,Row G,NWK-R31,N/A (Virtual),0U,Virtual Machine,VM-PRD-097,VM-19171,N/A,VMware,vSphere 7.0,0,8,0,N/A,N/A,vmnic5,vmnic5,VLAN-142,,10.10.2.30,2021-12-10,N/A,Active,Cold Aisle 1,0,N/A,IT Operations,Prod_App_97,Guest OS: Ubuntu 22.04; vCPUs: 4; Host: SVR-NWK-058
Facility A,Data Hall 2,Row B,NWK-R31,40U,1U,Patch Panel,PP-NWK-R31-Top,PP-21233,SN-PP-800596,Panduit,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-10-08,N/A,Active,Cold Aisle 3,3,Under-floor Path 2,Facilities,Cabling Infrastructure,44 ports in use of 48 total
Facility A,Data Hall 2,Row B,NWK-R26,20U,1U,Cable Management,CM-NWK-R26-20,CM-47567,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-03-27,N/A,Active,Hot Aisle 1,4,N/A,Facilities,Cable Management,
Facility A,Data Hall 3,Row E,NWK-R05,40U,1U,Patch Panel,PP-NWK-R05-Top,PP-99538,SN-PP-556542,Leviton,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-10-09,N/A,Active,Cold Aisle 1,8,Overhead Tray A,Facilities,Cabling Infrastructure,20 ports in use of 48 total
Facility A,Data Hall 1,Row A,NWK-R39,20U,1U,Cable Management,CM-NWK-R39-20,CM-75191,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-02-13,N/A,Active,Cold Aisle 3,5,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row A,STM-R32,10U,2U,Server,SVR-STM-042,AST-1003,SN-DC-2020-0042,Dell,PowerEdge R640,1,64,300,Ckt-A-7,PDU-B-15,Eth-41/3,Eth-11/3,VLAN-122,10.100.0.1,10.20.0.1,2020-11-09,2026-10-21,Decommissioned,Hot Aisle 2,69,Overhead Tray B,Risk Analytics,App-60,
Facility B,Data Hall A,Row D,STM-R23,19U,2U,Server,SVR-STM-113,AST-1113,SN-DC-2020-0113,Dell,PowerEdge R750,2,512,404,Ckt-B-8,PDU-B-14,Eth-42/2,Eth-20/3,VLAN-138,10.100.0.55,10.20.0.55,2024-04-16,2028-03-13,Active,Cold Aisle 1,53,Under-floor Path 2,Compliance,App-42,
Facility B,Data Hall B,Row C,STM-R22,42U,0U,PDU,PDU-STM-R22-B,PDU-51060,SN-PDU-146307,Raritan,Raritan PX3-5902V,0,0,19,Ckt-B-8,N/A,Mgmt-3,,VLAN-200,10.100.6.238,,2022-05-09,2028-09-11,Active,Cold Aisle 2,7,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility B,Data Hall B,Row C,STM-R07,20U,1U,Cable Management,CM-STM-R07-20,CM-39098,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-08-12,N/A,Active,Cold Aisle 2,5,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row B,STM-R37,0U (Sensor),0U,Environmental Sensor,SENS-STM-R37-TEMP,SENS-14099,SN-SENS-311895,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.125,,2022-02-02,2029-11-16,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-01-12
Facility B,Data Hall B,Row C,STM-R01,30U,1U,Cable Management,CM-STM-R01-30,CM-90131,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-11-27,N/A,Active,Hot Aisle 2,5,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row A,STM-R38,42U,0U,PDU,PDU-STM-R38-B,PDU-16376,SN-PDU-419987,Vertiv,Vertiv MPH2 ?,0,0,24,Ckt-B-4,N/A,Mgmt-2,,VLAN-200,10.100.8.1,,2019-09-12,2026-01-14,Active,Cold Aisle 2,14,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall B,Row D,NWK-R08,30U,1U,Cable Management,CM-NWK-R08-30,CM-26750,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-11-22,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row C,STM-R13,30U,1U,Cable Management,CM-STM-R13-30,CM-98032,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-02-27,N/A,Active,Cold Aisle 3,5,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row C,STM-R13,0U (Sensor),0U,Environmental Sensor,SENS-STM-R13-TEMP,SENS-36440,SN-SENS-769399,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.62,,2023-02-19,2026-10-26,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-06-03
Facility B,Data Hall B,Row E,NWK-R01,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R01-TEMP,SENS-49838,SN-SENS-861800,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.7.253,,2021-12-02,2028-05-21,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-01-25
Facility B,Data Hall B,Row C,STM-R39,0U (Sensor),0U,Environmental Sensor,SENS-STM-R39-AIRF,SENS-59948,SN-SENS-220063,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.220,,2024-02-12,2029-07-27,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-04-17
Facility B,Data Hall A,Row A,STM-R32,20U,1U,Cable Management,CM-STM-R32-20,CM-55268,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-03-25,N/A,Active,Cold Aisle 1,2,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row E,STM-R21,0U (Sensor),0U,Environmental Sensor,SENS-STM-R21-AIRF,SENS-55033,SN-SENS-330533,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.155,,2022-11-20,2027-10-18,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-09-16
Facility B,Data Hall A,Row D,STM-R19,30U,1U,Cable Management,CM-STM-R19-30,CM-47363,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-03-09,N/A,Active,Cold Aisle 2,3,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R01,0U (Sensor),0U,Environmental Sensor,SENS-STM-R01-POWE,SENS-63093,SN-SENS-185678,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.224,,2024-07-17,2027-11-09,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-07-11
Facility B,Data Hall A,Row D,STM-R16,0U (Sensor),0U,Environmental Sensor,SENS-STM-R16-HUMI,SENS-77193,SN-SENS-141094,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.38,,2021-03-09,2027-09-13,Needs Calibration,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-12-24
Facility B,Data Hall A,Row C,STM-R06,40U,1U,Patch Panel,PP-STM-R06-Top,PP-86544,SN-PP-987110,Panduit,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-08-23,N/A,Active,Hot Aisle 2,3,Overhead Tray B,Facilities,Cabling Infrastructure,47 ports in use of 48 total
Facility B,Data Hall B,Row C,STM-R25,42U,0U,PDU,PDU-STM-R25-B,PDU-49131,SN-PDU-614688,Raritan,Raritan PX3-5902V,0,0,28,Ckt-B-5,N/A,Mgmt-2,,VLAN-200,10.100.6.171,,2019-06-17,2027-08-15,Active,Cold Aisle 2,12,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall B,Row E,STM-R18,0U (Sensor),0U,Environmental Sensor,SENS-STM-R18-HUMI,SENS-73060,SN-SENS-780130,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.3.167,,2022-07-27,2027-02-10,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-07-01
Facility B,Data Hall A,Row B,NWK-R10,40U,2U,Load Balancer,NET-LOA-24,NET-49874,SN-NET-966529,F5,F5 BIG-IP,0,8,370,Ckt-B-3,PDU-A-23,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.64,,2022-07-17,2026-11-10,Active,Cold Aisle 1,21,Overhead Tray A,IT Operations,Infrastructure,
Facility B,Data Hall A,Row A,STM-R11,20U,1U,Cable Management,CM-STM-R11-20,CM-16755,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-07-22,N/A,Active,Cold Aisle 3,2,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R30,0U (Sensor),0U,Environmental Sensor,SENS-STM-R30-TEMP,SENS-46747,SN-SENS-331081,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.171,,2024-11-04,2027-09-21,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-04-19
Facility B,Data Hall B,Row C,STM-R33,0U (Sensor),0U,Environmental Sensor,SENS-STM-R33-HUMI,SENS-80685,SN-SENS-285636,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.153,,2024-11-24,2029-09-21,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-08-18
Facility B,Data Hall B,Row C,STM-R34,0U (Sensor),0U,Environmental Sensor,SENS-STM-R34-AIRF,SENS-47132,SN-SENS-364132,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.9,,2021-10-03,2026-10-22,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-12-04
Facility B,Data Hall B,Row E,STM-R08,1U,1U,Patch Panel,PP-STM-R08-Bottom,PP-34123,SN-PP-668471,CommScope,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-02-27,N/A,Active,Hot Aisle 1,3,Under-floor Path 2,Facilities,Cabling Infrastructure,22 ports in use of 24 total
Facility B,Data Hall B,Row C,STM-R17,40U,1U,Patch Panel,PP-STM-R17-Top,PP-55237,SN-PP-910616,Leviton,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-05-23,N/A,Active,Hot Aisle 1,5,Under-floor Path 2,Facilities,Cabling Infrastructure,38 ports in use of 48 total
Facility B,Data Hall A,Row E,STM-R23,42U,0U,PDU,PDU-STM-R23-B,PDU-69999,SN-PDU-616935,Vertiv,Vertiv MPH2 ?,0,0,18,Ckt-B-3,N/A,Mgmt-1,,VLAN-200,10.100.6.24,,2020-05-06,2027-12-17,Active,Cold Aisle 1,14,Side Cable Mgmt,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility B,Data Hall B,Row B,STM-R20,33U,4U,Server,SVR-STM-091,AST-1091,SN-DC-2020-0091,Dell,PowerEdge R740xd,2,64,475,Ckt-B-3,PDU-B-02,Eth-1/3,Eth-37/1,VLAN-121,10.100.0.44,10.20.0.44,2021-08-21,2029-03-28,Active,Cold Aisle 3,64,Under-floor Path 1,Compliance,App-15,
Facility B,Data Hall A,Row E,STM-R21,40U,1U,Patch Panel,PP-STM-R21-Top,PP-44803,SN-PP-787436,CommScope,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-12-02,N/A,Active,Cold Aisle 3,6,Overhead Tray B,Facilities,Cabling Infrastructure,34 ports in use of 48 total
Facility B,Data Hall A,Row D,STM-R16,0U (Sensor),0U,Environmental Sensor,SENS-STM-R16-AIRF,SENS-96736,SN-SENS-961198,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.243,,2021-04-15,2029-08-06,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-10-27
Facility B,Data Hall A,Row B,STM-R40,20U,1U,Cable Management,CM-STM-R40-20,CM-51222,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-04-09,N/A,Active,Hot Aisle 1,3,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row E,STM-R24,1U,1U,Patch Panel,PP-STM-R24-Bottom,PP-25202,SN-PP-575394,CommScope,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-05-22,N/A,Active,Hot Aisle 2,3,Overhead Tray A,Facilities,Cabling Infrastructure,40 ports in use of 24 total
Facility B,Data Hall B,Row D,STM-R04,34U,2U,Server,SVR-STM-033,AST-1033,SN-DC-2022-0033,HPE,ProLiant DL380 Gen10,1,128,466,Ckt-B-2,PDU-A-04,Eth-36/4,Eth-39/2,VLAN-133,10.100.0.14,10.20.0.14,2022-08-15,2028-10-14,Active,Cold Aisle 1,71,Side Cable Mgmt,Trading Systems,App-79,
Facility B,Data Hall B,Row B,NWK-R05,38U,2U,WAN Optimizer,NET-WAN-35,NET-74629,SN-NET-497108,Juniper,Juniper EX4300,0,32,709,Ckt-B-2,PDU-B-19,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.167,,2021-03-15,2026-01-10,Active,Hot Aisle 1,30,Under-floor Path 1,IT Operations,Infrastructure,
Facility B,Data Hall A,Row A,NWK-R04,30U,1U,Cable Management,CM-NWK-R04-30,CM-29558,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-07-06,N/A,Active,Cold Aisle 3,5,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row B,STM-R03,1U,1U,Patch Panel,PP-STM-R03-Bottom,PP-19828,SN-PP-122859,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-03-03,N/A,Active,Cold Aisle 1,3,Overhead Tray A,Facilities,Cabling Infrastructure,48 ports in use of 48 total
Facility B,Data Hall A,Row B,STM-R03,0U (Sensor),0U,Environmental Sensor,SENS-STM-R03-TEMP,SENS-65868,SN-SENS-860206,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.80,,2022-12-07,2027-07-06,Needs Calibration,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-19
Facility B,Data Hall B,Row A,STM-R15,20U,1U,Cable Management,CM-STM-R15-20,CM-44282,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-12-08,N/A,Active,Hot Aisle 1,2,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row A,STM-R04,0U (Sensor),0U,Environmental Sensor,SENS-STM-R04-TEMP,SENS-80035,SN-SENS-886083,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.63,,2021-10-15,2027-11-25,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-02-12
Facility B,Data Hall B,Row A,STM-R25,0U (Sensor),0U,Environmental Sensor,SENS-STM-R25-HUMI,SENS-78597,SN-SENS-739705,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.2.63,,2024-11-24,2026-11-21,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-10-02
Facility B,Data Hall A,Row B,STM-R40,1U,1U,Patch Panel,PP-STM-R40-Bottom,PP-79534,SN-PP-690653,Leviton,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-08-12,N/A,Active,Hot Aisle 2,8,Overhead Tray B,Facilities,Cabling Infrastructure,47 ports in use of 48 total
Facility B,Data Hall A,Row A,STM-R32,0U (Sensor),0U,Environmental Sensor,SENS-STM-R32-AIRF,SENS-84887,SN-SENS-862886,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.199,,2024-01-16,2027-11-21,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-05
Facility B,Data Hall B,Row D,STM-R20,31U,2U,Server,SVR-STM-075,AST-1075,SN-DC-2023-0075,Dell,PowerEdge R750,1,512,401,Ckt-B-7,PDU-B-21,Eth-18/2,Eth-8/1,VLAN-111,10.100.0.37,10.20.0.37,2022-09-13,2026-05-25,Active,Cold Aisle 1,80,Under-floor Path 2,Compliance,App-79,
Facility B,Data Hall B,Row D,NWK-R08,20U,1U,Cable Management,CM-NWK-R08-20,CM-26901,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-05-18,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row B,NWK-R06,8U,4U,Storage Array,SAN-19,STG-61497,SN-STG-326061,Dell,Dell EMC PowerStore 1200T,2,256,1190,Ckt-B-2,PDU-B-02,FC-2,FC-8,VLAN-300,10.30.0.118,10.30.1.169,2023-09-05,2027-01-17,Active,Hot Aisle 1,150,Under-floor Path 2,IT Operations,Storage Infrastructure,
Facility B,Data Hall B,Row D,NWK-R10,36U,4U,Storage Array,SAN-35,STG-24264,SN-STG-284308,NetApp,NetApp FAS8300,2,512,2042,Ckt-A-5,PDU-A-18,FC-4,FC-5,VLAN-300,10.30.0.188,10.30.1.227,2019-12-03,2026-09-21,Active,Hot Aisle 1,184,Side Cable Mgmt,IT Operations,Storage Infrastructure,
Facility B,Data Hall B,Row A,STM-R26,0U (Sensor),0U,Environmental Sensor,SENS-STM-R26-HUMI,SENS-59034,SN-SENS-366893,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.9.22,,2022-02-10,2029-09-12,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-08-17
Facility B,Data Hall A,Row C,STM-R06,0U (Sensor),0U,Environmental Sensor,SENS-STM-R06-TEMP,SENS-41768,SN-SENS-791515,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.178,,2021-02-16,2026-04-01,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-04-16
Facility B,Data Hall A,Row E,STM-R21,7U,2U,Server,SVR-STM-116,AST-1116,SN-DC-2021-0116,HPE,ProLiant DL380 Gen10,2,768,446,Ckt-B-7,PDU-A-01,Eth-7/3,Eth-15/2,VLAN-128,10.100.0.56,10.20.0.56,2021-07-15,2027-06-01,Active,Cold Aisle 2,41,Under-floor Path 1,Development,App-11,
Facility B,Data Hall A,Row B,NWK-R07,40U,1U,Patch Panel,PP-NWK-R07-Top,PP-58374,SN-PP-576782,Panduit,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-12-03,N/A,Active,Cold Aisle 2,8,Under-floor Path 1,Facilities,Cabling Infrastructure,45 ports in use of 24 total
Facility B,Data Hall B,Row D,STM-R02,1U,1U,Patch Panel,PP-STM-R02-Bottom,PP-93165,SN-PP-160831,Leviton,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-04-25,N/A,Active,Hot Aisle 2,7,Overhead Tray B,Facilities,Cabling Infrastructure,33 ports in use of 24 total
Facility B,Data Hall A,Row A,STM-R23,0U (Sensor),0U,Environmental Sensor,SENS-STM-R23-HUMI,SENS-37684,SN-SENS-794668,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.3.122,,2022-04-18,2029-06-27,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-11-05
Facility B,Data Hall B,Row E,STM-R14,42U,0U,PDU,PDU-STM-R14-B,PDU-29365,SN-PDU-352050,Vertiv,Vertiv MPH2 ?,0,0,19,Ckt-B-5,N/A,Mgmt-4,,VLAN-200,10.100.7.82,,2019-11-07,2029-05-27,Active,Cold Aisle 1,15,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility B,Data Hall A,Row E,STM-R04,42U,0U,PDU,PDU-STM-R04-B,PDU-54605,SN-PDU-270948,Vertiv,Vertiv MPH2 ?,0,0,18,Ckt-B-4,N/A,Mgmt-2,,VLAN-200,10.100.9.57,,2020-09-20,2026-07-15,Active,Hot Aisle 1,6,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility B,Data Hall B,Row D,STM-R09,42U,0U,PDU,PDU-STM-R09-B,PDU-16927,SN-PDU-970645,Raritan,Raritan PX3-5902V,0,0,17,Ckt-B-8,N/A,Mgmt-1,,VLAN-200,10.100.3.98,,2023-11-11,2027-05-20,Active,Cold Aisle 3,6,Overhead Tray A,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall B,Row D,NWK-R08,37U,2U,Distribution Switch,NET-DIS-43,NET-60206,SN-NET-786594,Cisco,Cisco Nexus 9k,0,64,735,Ckt-B-1,PDU-A-09,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.104,,2021-10-20,2029-01-13,Active,Cold Aisle 1,25,Overhead Tray A,IT Operations,Infrastructure,
